start_lat,Conteo_geographic_pos,start_lng,member_casual
41.69,2,-87.62,casual
41.69,3,-87.62,member
41.69,13,-87.61,casual
41.69,9,-87.61,member
41.69,6,-87.54,casual
41.69,1,-87.54,member
41.69,2,-87.53,casual
41.69,1,-87.53,member
41.69,2,-87.52,casual
41.69113717,1,-87.68131133,casual
41.6911455,1,-87.68127283,casual
41.69118133,1,-87.68131383,casual
41.69118733,1,-87.681303,casual
41.69118817,1,-87.68130367,casual
41.69118867,1,-87.681329,casual
41.69120183,1,-87.68125283,member
41.691211,4,-87.681297,casual
41.69121103,16,-87.68129736,casual
41.69121103,6,-87.68129736,member
41.69121917,1,-87.6813085,casual
41.69122817,1,-87.68135083,member
41.69123697,1,-87.68128932,casual
41.69123852,1,-87.68124759,casual
41.691251,1,-87.681228,casual
41.691282,1,-87.68131033,member
41.691287,1,-87.7127965,casual
41.691296,1,-87.71283233,casual
41.69130683,1,-87.7128845,casual
41.69131458,1,-87.71287727,casual
41.691319,1,-87.712886,casual
41.69131919,12,-87.71288574,casual
41.69132333,1,-87.71279117,casual
41.691398,1,-87.68105833,casual
41.691413,1,-87.71283117,casual
41.69143633,1,-87.70553767,casual
41.69157067,1,-87.70727567,casual
41.691621,1,-87.60999817,member
41.69163883,1,-87.60997617,member
41.69164133,1,-87.61003217,member
41.69166233,1,-87.6099625,casual
41.69166267,1,-87.61001967,member
41.69170867,1,-87.60997683,casual
41.69170976,2,-87.61000156,casual
41.69170976,7,-87.61000156,member
41.6917435,1,-87.53046667,casual
41.69174367,1,-87.530571,casual
41.69174933,1,-87.53045517,member
41.69175383,1,-87.53052517,member
41.69175417,1,-87.53041383,casual
41.69176467,1,-87.5304625,member
41.69176983,1,-87.68182667,casual
41.69177385,17,-87.53043115,casual
41.69177385,13,-87.53043115,member
41.691774,9,-87.530431,casual
41.69178767,1,-87.53047967,casual
41.69226256,1,-87.64261186,casual
41.69226256,1,-87.64261186,member
41.69227667,1,-87.642789,casual
41.69228017,1,-87.64265333,member
41.69228117,1,-87.64275833,casual
41.69228517,1,-87.64264567,casual
41.692287,1,-87.64275733,casual
41.6923,1,-87.64263817,casual
41.69239475,4,-87.70096064,casual
41.692395,2,-87.700961,casual
41.692417,1,-87.70095933,casual
41.6924305,1,-87.70094133,member
41.69499467,1,-87.598708,casual
41.69501045,10,-87.59871483,casual
41.69501045,1,-87.59871483,member
41.69503933,1,-87.598697,casual
41.69504017,1,-87.598712,casual
41.6950405,1,-87.59868617,casual
41.695043,1,-87.598687,casual
41.69504483,1,-87.59869317,member
41.6950495,1,-87.5986745,casual
41.6950605,1,-87.598692,casual
41.695075,1,-87.598681,casual
41.69918417,1,-87.6688945,casual
41.699187,1,-87.66883467,casual
41.69920317,1,-87.66888267,member
41.69920528,1,-87.66889358,member
41.699206,3,-87.668919,casual
41.69920617,1,-87.66891897,casual
41.69920617,2,-87.66891897,member
41.69921867,1,-87.668892,casual
41.69923517,1,-87.668906,casual
41.69924317,1,-87.6688855,casual
41.69931583,1,-87.6688445,casual
41.7,5,-87.71,casual
41.7,8,-87.7,casual
41.7,8,-87.69,casual
41.7,1,-87.69,member
41.7,6,-87.68,casual
41.7,1,-87.68,member
41.7,12,-87.67,casual
41.7,1,-87.67,member
41.7,2,-87.66,casual
41.7,12,-87.65,casual
41.7,7,-87.65,member
41.7,5,-87.64,casual
41.7,9,-87.62,casual
41.7,4,-87.62,member
41.7,1,-87.61,casual
41.7,4,-87.61,member
41.7,8,-87.6,casual
41.7,2,-87.6,member
41.7,6,-87.54,casual
41.7,2,-87.54,member
41.7,5,-87.53,casual
41.7,2,-87.53,member
41.7,1,-87.52,casual
41.7,1,-87.52,member
41.70012138,8,-87.61225998,casual
41.70012138,2,-87.61225998,member
41.70019167,1,-87.61237683,casual
41.70020017,1,-87.6123875,casual
41.700204,1,-87.61235733,member
41.70022067,1,-87.61235183,member
41.70022367,1,-87.612325,casual
41.70024467,1,-87.61231533,member
41.70280085,2,-87.55972624,casual
41.702801,2,-87.559726,casual
41.70286467,1,-87.55983217,casual
41.70288533,1,-87.559841,casual
41.70289167,1,-87.559929,casual
41.7029115,1,-87.55987,casual
41.7045575,1,-87.52840733,casual
41.70457509,8,-87.52823174,casual
41.70457509,7,-87.52823174,member
41.704587,2,-87.681203,casual
41.7045871,2,-87.68120348,casual
41.7045871,6,-87.68120348,member
41.70459217,1,-87.52841167,casual
41.70460367,1,-87.68106567,casual
41.70460617,1,-87.6811115,casual
41.7046095,1,-87.68105817,member
41.704614,1,-87.6811395,casual
41.70461717,1,-87.52842267,casual
41.704622,1,-87.52837,member
41.70462367,1,-87.52844233,casual
41.7046285,1,-87.52845083,casual
41.7046365,1,-87.6811695,casual
41.70463717,1,-87.52845817,casual
41.70463933,1,-87.52847533,casual
41.70464033,1,-87.52836583,member
41.70464433,1,-87.68107033,member
41.70464783,1,-87.68111033,casual
41.704654,1,-87.528435,casual
41.70467283,1,-87.68108317,casual
41.70486633,1,-87.65703733,casual
41.70487642,1,-87.65711892,casual
41.7049042,1,-87.65705764,casual
41.70491533,1,-87.65712883,casual
41.70492556,9,-87.65686811,casual
41.70492556,2,-87.65686811,member
41.70495808,1,-87.65698326,member
41.70513979,3,-87.64242411,casual
41.70513979,2,-87.64242411,member
41.70514,2,-87.642424,casual
41.70516813,1,-87.6424166,casual
41.70517933,1,-87.64241283,casual
41.70518065,1,-87.64242435,casual
41.70519467,1,-87.64238283,casual
41.70519767,1,-87.6424105,member
41.70520733,1,-87.64245433,casual
41.705308,1,-87.62921691,casual
41.70714267,1,-87.61834333,casual
41.70715283,1,-87.618297,casual
41.7071535,1,-87.6183355,casual
41.70716133,1,-87.6183745,casual
41.70716367,1,-87.618384,casual
41.70717,3,-87.618472,casual
41.70717027,6,-87.61847198,casual
41.70717683,1,-87.61831267,casual
41.707179,1,-87.618401,casual
41.707184,1,-87.61835183,casual
41.70720667,1,-87.6183135,casual
41.70725037,2,-87.60766268,casual
41.70725037,1,-87.60766268,member
41.70732717,1,-87.607765,casual
41.707328,1,-87.607655,casual
41.707329,1,-87.60764567,casual
41.70734799,1,-87.60767007,casual
41.70736883,1,-87.5940505,member
41.7095325,1,-87.59019633,member
41.70954483,1,-87.59021833,member
41.709581,1,-87.590234,casual
41.70958114,2,-87.59023368,member
41.70958117,1,-87.5902035,member
41.71,4,-87.72,casual
41.71,3,-87.71,casual
41.71,6,-87.69,casual
41.71,1,-87.69,member
41.71,25,-87.68,casual
41.71,23,-87.67,casual
41.71,3,-87.67,member
41.71,10,-87.66,casual
41.71,5,-87.65,casual
41.71,3,-87.64,casual
41.71,2,-87.64,member
41.71,3,-87.63,casual
41.71,1,-87.63,member
41.71,3,-87.61,casual
41.71,20,-87.6,casual
41.71,17,-87.6,member
41.71,1,-87.59,casual
41.71,3,-87.59,member
41.71,7,-87.57,casual
41.71,3,-87.56,casual
41.71,1,-87.56,member
41.71,1,-87.55,casual
41.71,4,-87.54,casual
41.712164,4,-87.667733,casual
41.7121641,10,-87.66773343,casual
41.7121641,6,-87.66773343,member
41.71216817,1,-87.66769767,member
41.71217,1,-87.66774583,casual
41.71219533,1,-87.667737,casual
41.712198,1,-87.66767117,casual
41.71219983,1,-87.66772517,casual
41.71220267,1,-87.66769733,casual
41.712203,1,-87.667745,casual
41.71220417,1,-87.66775167,member
41.71220667,1,-87.667764,member
41.7122255,1,-87.6676605,casual
41.71222617,1,-87.6676535,casual
41.7122335,1,-87.66771083,casual
41.71224133,1,-87.66770817,casual
41.71226733,1,-87.6677025,casual
41.7122705,1,-87.6677675,casual
41.71227431,1,-87.66769457,casual
41.71228183,1,-87.66770017,casual
41.712631,1,-87.534662,casual
41.71274876,3,-87.53481388,casual
41.71274876,2,-87.53481388,member
41.712749,1,-87.534814,casual
41.71322217,1,-87.565898,casual
41.71329967,1,-87.55123267,casual
41.713307,1,-87.55122583,casual
41.713317,1,-87.551098,casual
41.7133174,8,-87.55109757,casual
41.7133174,1,-87.55109757,member
41.713397,1,-87.565842,casual
41.71339748,5,-87.56584167,casual
41.71370983,6,-87.53084421,casual
41.71370983,8,-87.53084421,member
41.71371,4,-87.530844,casual
41.71372883,1,-87.53080967,casual
41.71373767,1,-87.5307825,casual
41.71374867,1,-87.53074033,casual
41.717869,1,-87.564597,casual
41.7178765,1,-87.56463117,casual
41.717878,3,-87.564592,casual
41.7178783,1,-87.56459177,casual
41.71787867,1,-87.56460233,casual
41.71788156,1,-87.56459808,casual
41.71789067,1,-87.564583,casual
41.717911,1,-87.56463983,casual
41.71868479,1,-87.59694457,member
41.718685,1,-87.5969945,casual
41.71870315,2,-87.59703577,casual
41.71873833,1,-87.59702517,casual
41.71873833,1,-87.5969965,casual
41.71875393,1,-87.59695196,member
41.71876017,1,-87.596928,casual
41.71896342,8,-87.60829568,casual
41.71896583,1,-87.6083795,casual
41.71896917,1,-87.60832633,member
41.7189825,1,-87.60840033,casual
41.71900317,1,-87.60838167,casual
41.71903,1,-87.60838383,casual
41.71965117,1,-87.64292883,casual
41.71969417,1,-87.64282467,casual
41.71969517,1,-87.64290483,member
41.71969605,1,-87.64290798,member
41.71969767,1,-87.64283683,casual
41.71969783,1,-87.642817,member
41.719712,3,-87.64302,casual
41.71971218,3,-87.64301956,casual
41.71971317,1,-87.6428575,casual
41.7197185,1,-87.642777,casual
41.71972967,1,-87.64281067,casual
41.71973617,1,-87.64286933,casual
41.71973633,1,-87.642897,casual
41.7197775,1,-87.64285433,casual
41.72,2,-87.69,member
41.72,21,-87.68,casual
41.72,6,-87.68,member
41.72,1,-87.67,casual
41.72,2,-87.67,member
41.72,5,-87.66,casual
41.72,6,-87.66,member
41.72,2,-87.65,casual
41.72,1,-87.65,member
41.72,5,-87.64,casual
41.72,2,-87.64,member
41.72,3,-87.63,casual
41.72,3,-87.63,member
41.72,18,-87.62,casual
41.72,4,-87.62,member
41.72,2,-87.61,casual
41.72,1,-87.61,member
41.72,5,-87.6,casual
41.72,3,-87.6,member
41.72,2,-87.59,casual
41.72,2,-87.58,casual
41.72,1,-87.58,member
41.72,2,-87.57,casual
41.72,1,-87.55,member
41.72,3,-87.53,casual
41.72,6,-87.53,member
41.721109,1,-87.67868933,casual
41.721574,1,-87.622783,casual
41.72159717,1,-87.62276983,casual
41.72160113,1,-87.62283528,casual
41.72160183,1,-87.62282633,casual
41.7216055,1,-87.622823,casual
41.72160783,1,-87.6228645,casual
41.72160833,1,-87.6228225,member
41.72161083,1,-87.62283267,casual
41.721612,1,-87.62282233,casual
41.72161267,1,-87.62283383,casual
41.72161367,1,-87.6228085,casual
41.72161383,1,-87.62288233,casual
41.72161417,1,-87.6228195,member
41.72161483,1,-87.62281583,casual
41.72161567,1,-87.622829,casual
41.721616,1,-87.62277867,casual
41.72161733,1,-87.6227985,casual
41.72161767,1,-87.62284717,member
41.72161867,1,-87.622711,casual
41.7216235,1,-87.6228865,casual
41.7216255,1,-87.62283567,casual
41.7216255,1,-87.62278817,casual
41.72162583,1,-87.62279433,casual
41.72162783,1,-87.62283333,casual
41.72162879,1,-87.62286663,member
41.721633,1,-87.622866,casual
41.72163667,1,-87.62281633,member
41.72163796,1,-87.6228416,casual
41.72164067,1,-87.62281883,member
41.72164117,1,-87.62277567,casual
41.72164667,1,-87.62283733,casual
41.7218499,27,-87.6228544,casual
41.7218499,1,-87.6228544,member
41.72185,3,-87.622854,casual
41.7220757,1,-87.57895327,casual
41.72208133,1,-87.57897233,casual
41.72229074,14,-87.57896841,casual
41.72349405,1,-87.64343,casual
41.72616639,3,-87.56627619,casual
41.72616639,2,-87.56627619,member
41.72679896,2,-87.6542902,casual
41.72679896,3,-87.6542902,member
41.726799,3,-87.65429,casual
41.72680867,1,-87.6543755,member
41.72681717,1,-87.654299,casual
41.726868,1,-87.65433633,member
41.72753394,1,-87.63482654,casual
41.72757566,2,-87.63482809,casual
41.7276785,1,-87.63487817,casual
41.72791067,1,-87.66763967,casual
41.72794633,1,-87.66766717,member
41.72795467,1,-87.66760317,casual
41.72798183,1,-87.66763083,member
41.728023,1,-87.66767467,casual
41.728204,1,-87.5497,casual
41.72820422,10,-87.54970014,casual
41.72820422,1,-87.54970014,member
41.72820723,1,-87.54962683,member
41.7282338,5,-87.6675239,casual
41.7282338,2,-87.6675239,member
41.728234,1,-87.667524,casual
41.72826427,4,-87.59729862,casual
41.72867683,1,-87.59725883,casual
41.72868983,1,-87.59724633,casual
41.72872617,1,-87.59728,casual
41.72928516,5,-87.61103153,casual
41.73,7,-87.68,casual
41.73,5,-87.67,casual
41.73,1,-87.67,member
41.73,5,-87.66,casual
41.73,3,-87.66,member
41.73,6,-87.64,casual
41.73,3,-87.63,casual
41.73,2,-87.62,casual
41.73,5,-87.62,member
41.73,4,-87.61,casual
41.73,1,-87.61,member
41.73,6,-87.6,casual
41.73,1,-87.6,member
41.73,4,-87.59,casual
41.73,3,-87.58,casual
41.73,5,-87.56,casual
41.73,1,-87.56,member
41.73,9,-87.55,casual
41.73,11,-87.55,member
41.73,3,-87.54,casual
41.73133533,1,-87.58583833,casual
41.731374,1,-87.58584983,casual
41.73139494,9,-87.58574367,casual
41.73140417,1,-87.58578883,casual
41.7314045,1,-87.58577333,casual
41.7314065,1,-87.585819,casual
41.73142457,1,-87.58579707,member
41.73146117,1,-87.5858325,casual
41.73237975,2,-87.65806943,casual
41.73238,1,-87.658069,casual
41.7324574,1,-87.65810454,casual
41.73247583,1,-87.6580855,casual
41.73247933,1,-87.65805567,member
41.73250017,1,-87.658074,member
41.73251117,1,-87.65808233,member
41.73366879,7,-87.55834222,casual
41.73366879,18,-87.55834222,member
41.73372717,1,-87.55845833,casual
41.73558517,1,-87.6638805,casual
41.735925,1,-87.64808133,member
41.736505,1,-87.6012545,casual
41.7365405,1,-87.601273,casual
41.73655902,3,-87.60125756,casual
41.73655902,5,-87.60125756,member
41.7365635,1,-87.6226245,member
41.7365745,1,-87.62266783,member
41.73657717,1,-87.62262317,casual
41.73658233,1,-87.6226065,casual
41.73658433,1,-87.6226195,casual
41.73658833,1,-87.62263817,member
41.73658967,1,-87.62265117,casual
41.7365955,1,-87.62267967,casual
41.73659617,1,-87.6226475,member
41.73661067,1,-87.62265683,casual
41.73662167,1,-87.62265033,casual
41.7366235,1,-87.62262567,member
41.73662483,1,-87.62259267,casual
41.7366265,1,-87.62260983,casual
41.7366365,1,-87.62263567,casual
41.736646,7,-87.622634,casual
41.736646,9,-87.622634,member
41.7366485,1,-87.6226575,member
41.73665483,1,-87.62262283,casual
41.73666017,1,-87.62258,casual
41.7366631,1,-87.62268162,member
41.73674033,1,-87.582829,casual
41.73677267,1,-87.58295983,casual
41.7367985,1,-87.5829065,casual
41.736815,1,-87.582801,casual
41.73681521,1,-87.58280128,member
41.737151,1,-87.57274,casual
41.73715146,4,-87.57274032,casual
41.73715146,1,-87.57274032,member
41.737182,1,-87.57266233,casual
41.73729617,1,-87.54856533,member
41.7373055,1,-87.54842567,casual
41.73731911,1,-87.54856443,member
41.73732417,1,-87.54847183,casual
41.7373295,1,-87.54850483,member
41.737333,1,-87.54847033,casual
41.7373356,2,-87.5485146,casual
41.7373356,5,-87.5485146,member
41.737336,2,-87.548515,casual
41.73734093,1,-87.54850316,casual
41.73734117,1,-87.548464,member
41.7373415,1,-87.54846033,member
41.73734333,1,-87.548428,member
41.73734617,1,-87.54841283,member
41.73734633,1,-87.54851667,casual
41.737348,1,-87.54847067,casual
41.73735452,1,-87.54844141,member
41.7373655,1,-87.5485425,casual
41.7373855,1,-87.54855217,casual
41.73784848,4,-87.64489979,casual
41.73784848,2,-87.64489979,member
41.7378655,1,-87.64489967,member
41.74,6,-87.68,casual
41.74,4,-87.68,member
41.74,2,-87.67,casual
41.74,3,-87.66,casual
41.74,8,-87.66,member
41.74,13,-87.65,casual
41.74,2,-87.65,member
41.74,13,-87.63,casual
41.74,11,-87.63,member
41.74,2,-87.62,casual
41.74,6,-87.62,member
41.74,5,-87.61,casual
41.74,2,-87.61,member
41.74,4,-87.6,casual
41.74,15,-87.59,casual
41.74,3,-87.59,member
41.74,21,-87.58,casual
41.74,7,-87.57,casual
41.74,1,-87.56,casual
41.74,11,-87.56,member
41.74,15,-87.55,casual
41.74,27,-87.55,member
41.74,2,-87.54,member
41.74,3,-87.53,casual
41.74,1,-87.53,member
41.74148653,3,-87.65841007,casual
41.741487,2,-87.65841,casual
41.74156483,1,-87.65842333,member
41.74161494,1,-87.65845549,member
41.743054,1,-87.61482217,casual
41.74305483,1,-87.6148155,member
41.74308233,1,-87.614822,member
41.743116,3,-87.6148,casual
41.743116,11,-87.6148,member
41.743316,4,-87.622849,casual
41.743316,1,-87.622849,member
41.74336583,1,-87.62282,member
41.74340967,1,-87.60489317,member
41.74342833,1,-87.60483517,casual
41.74343217,1,-87.60486367,casual
41.74343367,1,-87.6049,casual
41.7434395,1,-87.604857,casual
41.743441,5,-87.604836,casual
41.743441,2,-87.604836,member
41.74344633,1,-87.6048695,member
41.74344783,1,-87.6048785,casual
41.74345267,1,-87.604796,casual
41.74345783,1,-87.604873,member
41.7434595,1,-87.6048465,casual
41.7434715,1,-87.60482033,member
41.74347183,1,-87.60486033,casual
41.74347567,1,-87.60486467,member
41.74351517,1,-87.60495217,member
41.743676,1,-87.63408483,casual
41.743717,4,-87.634088,casual
41.743717,2,-87.634088,member
41.74374617,1,-87.63407733,casual
41.74374974,1,-87.63405561,member
41.743921,1,-87.575225,casual
41.743921,2,-87.575225,member
41.74393261,1,-87.57523215,casual
41.74395467,1,-87.57521417,casual
41.74397017,1,-87.57523533,casual
41.74410633,1,-87.59899,casual
41.74411067,1,-87.59906017,casual
41.74411567,1,-87.59904717,casual
41.74411667,1,-87.59914433,casual
41.74411733,1,-87.5990785,casual
41.744123,5,-87.599034,casual
41.744123,1,-87.599034,member
41.744127,1,-87.59904733,member
41.74412717,1,-87.59903833,casual
41.744128,1,-87.59905133,casual
41.744133,1,-87.5991315,casual
41.7441385,1,-87.59901467,casual
41.7441445,1,-87.59903833,casual
41.74415917,1,-87.59904467,casual
41.74416,1,-87.59911167,casual
41.74417283,1,-87.59909167,casual
41.74451883,1,-87.565049,casual
41.744531,4,-87.56506,casual
41.744531,11,-87.56506,member
41.7445875,1,-87.55127267,casual
41.74458833,1,-87.551137,casual
41.74459283,1,-87.551266,casual
41.744599,1,-87.5512575,member
41.74460567,1,-87.55121917,member
41.74460833,1,-87.55120533,member
41.74461167,1,-87.5512035,casual
41.744615,3,-87.551208,casual
41.744615,2,-87.551208,member
41.74464262,1,-87.55118215,casual
41.74464517,1,-87.55122417,casual
41.74464567,1,-87.55121067,member
41.7465305,1,-87.58600183,casual
41.74653167,1,-87.58598833,member
41.74653817,1,-87.58600433,casual
41.74654,1,-87.58591183,casual
41.74654367,1,-87.5859815,casual
41.746559,2,-87.586005,casual
41.746559,1,-87.586005,member
41.74656233,1,-87.58599533,casual
41.74657767,1,-87.58599517,member
41.74658883,1,-87.5860213,member
41.74659312,1,-87.58601439,casual
41.74659883,1,-87.58596783,member
41.74660117,1,-87.58592317,casual
41.74663567,1,-87.5859495,casual
41.74721217,1,-87.60501817,member
41.747363,1,-87.580046,casual
41.75,5,-87.68,casual
41.75,27,-87.68,member
41.75,8,-87.67,casual
41.75,1,-87.67,member
41.75,15,-87.66,casual
41.75,4,-87.65,casual
41.75,3,-87.65,member
41.75,11,-87.64,casual
41.75,1,-87.64,member
41.75,5,-87.63,casual
41.75,2,-87.62,casual
41.75,1,-87.62,member
41.75,4,-87.61,casual
41.75,18,-87.61,member
41.75,9,-87.6,casual
41.75,7,-87.6,member
41.75,4,-87.59,casual
41.75,1,-87.59,member
41.75,5,-87.58,casual
41.75,2,-87.58,member
41.75,12,-87.57,casual
41.75,3,-87.57,member
41.75,35,-87.56,casual
41.75,6,-87.56,member
41.75,2,-87.55,casual
41.75,1,-87.55,member
41.75075633,1,-87.62445683,casual
41.7507715,1,-87.6244455,casual
41.75077167,1,-87.62445617,casual
41.75077558,1,-87.62442744,casual
41.75077967,1,-87.62445683,casual
41.75078117,1,-87.62447817,casual
41.75078433,1,-87.624431,casual
41.75078633,1,-87.62447,casual
41.7507895,1,-87.62442983,casual
41.75079117,1,-87.624438,casual
41.750794,30,-87.624424,casual
41.750794,6,-87.624424,member
41.75079417,1,-87.6244625,member
41.75079867,1,-87.62447617,member
41.75080017,1,-87.6244455,casual
41.75081,1,-87.624447,casual
41.750819,1,-87.62442033,casual
41.750828,1,-87.62449883,casual
41.75082817,1,-87.62441933,casual
41.75089633,1,-87.61376167,casual
41.75094,12,-87.61379,casual
41.75094,1,-87.61379,member
41.75096095,1,-87.61377716,casual
41.750966,1,-87.61381717,casual
41.750971,1,-87.6137915,casual
41.75097418,1,-87.6137495,member
41.750975,1,-87.613783,member
41.75099867,1,-87.61382083,casual
41.75116587,1,-87.58532345,casual
41.751173,6,-87.585337,casual
41.751173,2,-87.585337,member
41.7512475,1,-87.58534583,casual
41.751294,2,-87.597552,casual
41.751294,1,-87.597552,member
41.75133717,1,-87.59745367,casual
41.75135067,1,-87.5975185,casual
41.75167883,1,-87.5528265,casual
41.75170167,1,-87.552851,member
41.75171317,1,-87.5528065,casual
41.751727,1,-87.55277967,casual
41.751731,5,-87.552812,casual
41.751731,24,-87.552812,member
41.751758,1,-87.56520617,casual
41.75176983,1,-87.578535,casual
41.75178117,1,-87.578531,casual
41.75178483,1,-87.5652045,casual
41.751785,5,-87.578496,casual
41.751792,1,-87.565158,casual
41.75180417,1,-87.5785115,casual
41.75180674,1,-87.57851076,casual
41.75180867,1,-87.56522183,member
41.751811,1,-87.5652295,casual
41.75181733,1,-87.5652625,casual
41.75182,6,-87.565211,casual
41.75182,27,-87.565211,member
41.75182533,1,-87.57847905,casual
41.75182843,1,-87.57852829,casual
41.7518295,1,-87.56520267,casual
41.75183129,1,-87.56526411,casual
41.75183317,1,-87.57851333,member
41.75183857,1,-87.57849324,casual
41.75184317,1,-87.5785635,casual
41.7518445,1,-87.56525267,casual
41.75184667,1,-87.57849085,casual
41.75185001,1,-87.57849383,casual
41.75185283,1,-87.56524883,casual
41.75185812,1,-87.57849026,casual
41.75185823,1,-87.57851982,casual
41.75185867,1,-87.5785075,casual
41.75185967,1,-87.57849252,casual
41.751862,1,-87.5784855,casual
41.751923,1,-87.5785075,casual
41.75219033,1,-87.66385317,casual
41.75220485,7,-87.66369939,casual
41.75220485,1,-87.66369939,member
41.752205,3,-87.663699,casual
41.75220847,1,-87.66384733,casual
41.75222333,1,-87.66377867,casual
41.75223041,1,-87.66389024,casual
41.7522378,1,-87.66377199,member
41.75223947,1,-87.66388297,casual
41.75225067,1,-87.66376483,casual
41.75225183,1,-87.66377817,casual
41.75226331,1,-87.6637888,casual
41.75229817,1,-87.6637795,casual
41.75247479,1,-87.64369166,member
41.75249517,1,-87.64366017,member
41.75250483,1,-87.64368486,member
41.75250567,1,-87.64359933,member
41.752506,1,-87.6436555,casual
41.75250661,1,-87.64365065,member
41.75250767,1,-87.64362917,casual
41.75251067,1,-87.64365383,member
41.75251567,1,-87.64365233,casual
41.75252217,1,-87.643722,casual
41.75252267,1,-87.643714,casual
41.75252736,1,-87.64368057,casual
41.75252867,1,-87.64370954,casual
41.75252933,1,-87.64373867,member
41.75252998,1,-87.64368367,casual
41.75253667,1,-87.643638,casual
41.75254214,1,-87.64372921,casual
41.7525435,1,-87.64370983,casual
41.75254405,1,-87.6437434,member
41.752548,1,-87.64368633,member
41.752549,1,-87.643664,member
41.75257383,1,-87.64362867,casual
41.75258883,1,-87.64374083,casual
41.753163,1,-87.60500233,casual
41.753165,1,-87.605065,casual
41.7531715,1,-87.6050515,casual
41.753174,1,-87.60506517,casual
41.753174,5,-87.605026,casual
41.753174,1,-87.605026,member
41.75317517,1,-87.60505567,member
41.75317517,1,-87.60505067,member
41.75319067,1,-87.60500817,member
41.75319117,1,-87.60505633,member
41.753194,1,-87.60500483,member
41.75319417,1,-87.60495917,member
41.75321233,1,-87.60500717,member
41.75321417,1,-87.60495533,member
41.75322,1,-87.605014,member
41.7532235,1,-87.60500917,casual
41.75323083,1,-87.604979,member
41.756971,4,-87.624621,casual
41.75705016,1,-87.62460375,casual
41.75705445,1,-87.62462759,casual
41.75706661,1,-87.62464035,casual
41.75707117,1,-87.62462583,casual
41.75707281,1,-87.6246109,casual
41.75708417,1,-87.62455917,casual
41.75709117,1,-87.6245965,casual
41.757096,1,-87.62467217,casual
41.75709867,1,-87.575938,casual
41.75712,5,-87.575839,casual
41.75712007,2,-87.57583936,casual
